Lower,Upper,ExpirationPut,ExpirationCall,Capital,MaxLossPLUnRealized,MaxLossPLRealized
0.0,1.9,11,32L,14277.0,-10294.0,-7107.0
0.0,1.9,11,372L,12653.0,-8746.0,-1102.0
0.0,1.9,11,3L,11125.0,-10805.0,-7387.0
0.0,1.9,11,53L,16642.0,-10801.0,-4954.0
0.0,1.9,11,6L,14953.0,-10805.0,-5575.0
0.0,1.9,11,87L,12378.0,-10796.0,-3947.0
0.0,1.9,142,11L,12605.0,-9914.0,-7051.0
0.0,1.9,142,142L,9464.0,-11182.0,-4947.0
0.0,1.9,142,19L,11807.0,-9914.0,-6675.0
0.0,1.9,142,230L,11441.0,-10782.0,-2781.0
0.0,1.9,142,32L,10205.0,-9262.0,-6445.0
0.0,1.9,142,372L,7217.0,-9641.0,0.0
0.0,1.9,142,3L,10156.0,-9914.0,-7287.0
0.0,1.9,142,53L,9898.0,-10032.0,-6984.0
0.0,1.9,142,6L,13178.0,-8345.0,-5197.0
0.0,1.9,142,87L,11762.0,-10477.0,-5037.0
0.0,1.9,19,11L,12497.0,-10605.0,-5351.0
0.0,1.9,19,142L,15239.0,-10811.0,-2547.0
0.0,1.9,19,19L,17938.0,-10806.0,-5100.0
0.0,1.9,19,230L,17230.0,-8298.0,-2348.0
0.0,1.9,19,32L,10633.0,-10606.0,-7107.0
0.0,1.9,19,372L,13393.0,-8530.0,0.0
0.0,1.9,19,3L,15580.0,-10805.0,-7487.0
0.0,1.9,19,53L,15683.0,-11064.0,-5754.0
0.0,1.9,19,6L,15906.0,-10605.0,-4568.0
0.0,1.9,19,87L,16326.0,-10877.0,-5437.0
0.0,1.9,230,11L,14116.0,-8309.0,-7051.0
0.0,1.9,230,142L,13629.0,-8682.0,-2447.0
0.0,1.9,230,19L,12797.0,-8310.0,-6936.0
0.0,1.9,230,230L,8448.0,-10279.0,-4457.0
0.0,1.9,230,32L,12650.0,-8718.0,-4601.0
0.0,1.9,230,372L,10735.0,-8546.0,-902.0
0.0,1.9,230,3L,10466.0,-8308.0,-7287.0
0.0,1.9,230,53L,16168.0,-8693.0,-3679.0
0.0,1.9,230,6L,9177.0,-8308.0,-7239.0
0.0,1.9,230,87L,14991.0,-8682.0,-1847.0
0.0,1.9,32,11L,13006.0,-10405.0,-4844.0
0.0,1.9,32,142L,13379.0,-10817.0,-6060.0
0.0,1.9,32,19L,14050.0,-10606.0,-5236.0
0.0,1.9,32,230L,15398.0,-10234.0,-1548.0
0.0,1.9,32,32L,12112.0,-10306.0,-5675.0
0.0,1.9,32,372L,11431.0,-10498.0,0.0
0.0,1.9,32,3L,12652.0,-10314.0,-7687.0
0.0,1.9,32,53L,14694.0,-10401.0,-6984.0
0.0,1.9,32,6L,13909.0,-10305.0,-4475.0
0.0,1.9,32,87L,14261.0,-10877.0,-5437.0
0.0,1.9,372,11L,8891.0,-8544.0,-5796.0
0.0,1.9,372,142L,10782.0,-8482.0,-2247.0
0.0,1.9,372,19L,9413.0,-8538.0,-5200.0
0.0,1.9,372,230L,12625.0,-8482.0,-481.0
0.0,1.9,372,32L,9810.0,-8518.0,-4401.0
0.0,1.9,372,372L,11026.0,-8746.0,-1102.0
0.0,1.9,372,3L,9034.0,-8544.0,-5917.0
0.0,1.9,372,53L,11107.0,-8493.0,-3479.0
0.0,1.9,372,6L,9527.0,-8545.0,-5397.0
0.0,1.9,372,87L,11534.0,-8482.0,-1647.0
0.0,1.9,3,11L,14692.0,-10805.0,-5244.0
0.0,1.9,3,142L,13052.0,-11182.0,-4947.0
0.0,1.9,3,19L,14514.0,-10806.0,-5100.0
0.0,1.9,3,230L,11975.0,-10279.0,-4457.0
0.0,1.9,3,32L,16443.0,-10407.0,-5679.0
0.0,1.9,3,372L,12198.0,-8746.0,-1102.0
0.0,1.9,3,3L,16208.0,-10805.0,-7687.0
0.0,1.9,3,53L,17837.0,-10764.0,-5454.0
0.0,1.9,3,6L,16592.0,-10805.0,-5475.0
0.0,1.9,3,87L,12513.0,-10877.0,-5437.0
0.0,1.9,53,11L,12749.0,-10405.0,-4844.0
0.0,1.9,53,142L,12257.0,-10882.0,-4647.0
0.0,1.9,53,19L,14088.0,-10014.0,-6775.0
0.0,1.9,53,230L,11091.0,-9712.0,-5296.0
0.0,1.9,53,32L,10132.0,-10410.0,-6807.0
0.0,1.9,53,372L,9576.0,-10495.0,0.0
0.0,1.9,53,3L,13799.0,-10014.0,-7387.0
0.0,1.9,53,53L,13632.0,-10764.0,-5454.0
0.0,1.9,53,6L,15750.0,-9638.0,-4575.0
0.0,1.9,53,87L,14553.0,-10577.0,-5137.0
0.0,1.9,6,11L,14717.0,-10205.0,-5164.0
0.0,1.9,6,142L,13590.0,-9541.0,-1975.0
0.0,1.9,6,19L,15093.0,-10806.0,-5100.0
0.0,1.9,6,230L,16584.0,-7641.0,0.0
0.0,1.9,6,32L,15384.0,-10206.0,-5579.0
0.0,1.9,6,372L,12607.0,-8746.0,-1102.0
0.0,1.9,6,3L,15268.0,-10905.0,-7787.0
0.0,1.9,6,53L,16317.0,-10664.0,-5354.0
0.0,1.9,6,6L,13143.0,-10905.0,-5175.0
0.0,1.9,6,87L,12090.0,-10903.0,-3947.0
0.0,1.9,87,11L,9621.0,-10314.0,-7451.0
0.0,1.9,87,142L,10281.0,-10120.0,-5539.0
0.0,1.9,87,19L,8863.0,-10314.0,-7075.0
0.0,1.9,87,230L,7227.0,-9829.0,-5196.0
0.0,1.9,87,32L,9097.0,-9829.0,-6845.0
0.0,1.9,87,372L,6048.0,-9829.0,-742.0
0.0,1.9,87,3L,9701.0,-9914.0,-7287.0
0.0,1.9,87,53L,11579.0,-10032.0,-6984.0
0.0,1.9,87,6L,9597.0,-10314.0,-7575.0
0.0,1.9,87,87L,11283.0,-10477.0,-5037.0
0.0,2.0,11,11L,14420.0,-10805.0,-5164.0
0.0,2.0,11,142L,13290.0,-9592.0,-2551.0
0.0,2.0,11,19L,11156.0,-10806.0,-5036.0
0.0,2.0,11,230L,16014.0,-9082.0,-1081.0
0.0,2.0,11,32L,15555.0,-10295.0,-7050.0
0.0,2.0,11,372L,12653.0,-8746.0,-1102.0
0.0,2.0,11,3L,13990.0,-10705.0,-6792.0
0.0,2.0,11,53L,16516.0,-10801.0,-4954.0
0.0,2.0,11,6L,14615.0,-10805.0,-5575.0
0.0,2.0,11,87L,13546.0,-10798.0,-3447.0
0.0,2.0,142,11L,11549.0,-9910.0,-6864.0
0.0,2.0,142,142L,9857.0,-11182.0,-4751.0
0.0,2.0,142,19L,12126.0,-9914.0,-6675.0
0.0,2.0,142,230L,11545.0,-10782.0,-2781.0
0.0,2.0,142,32L,10243.0,-9303.0,-6445.0
0.0,2.0,142,372L,7131.0,-9700.0,0.0
0.0,2.0,142,3L,10943.0,-9914.0,-7192.0
0.0,2.0,142,53L,9948.0,-10067.0,-6929.0
0.0,2.0,142,6L,13359.0,-8346.0,-5147.0
0.0,2.0,142,87L,11844.0,-10518.0,-5037.0
0.0,2.0,19,11L,12923.0,-10605.0,-5281.0
0.0,2.0,19,142L,15450.0,-10801.0,-2351.0
0.0,2.0,19,19L,15627.0,-9956.0,-5601.0
0.0,2.0,19,230L,17520.0,-8353.0,-2348.0
0.0,2.0,19,32L,10962.0,-10604.0,-7050.0
0.0,2.0,19,372L,13616.0,-8530.0,0.0
0.0,2.0,19,3L,16454.0,-10805.0,-7292.0
0.0,2.0,19,53L,15798.0,-11079.0,-5754.0
0.0,2.0,19,6L,15922.0,-10805.0,-4631.0
0.0,2.0,19,87L,16291.0,-10918.0,-5437.0
0.0,2.0,230,11L,14057.0,-8309.0,-6981.0
0.0,2.0,230,142L,14087.0,-8682.0,-2251.0
0.0,2.0,230,19L,12168.0,-8739.0,-5350.0
0.0,2.0,230,230L,8701.0,-10401.0,-4263.0
0.0,2.0,230,32L,12730.0,-8722.0,-4569.0
0.0,2.0,230,372L,10735.0,-8546.0,-902.0
0.0,2.0,230,3L,13773.0,-8744.0,-6059.0
0.0,2.0,230,53L,16144.0,-8700.0,-3679.0
0.0,2.0,230,6L,9400.0,-8308.0,-7153.0
0.0,2.0,230,87L,15585.0,-8682.0,-1347.0
0.0,2.0,32,11L,14747.0,-10405.0,-4057.0
0.0,2.0,32,142L,13495.0,-10805.0,-6015.0
0.0,2.0,32,19L,13252.0,-10606.0,-6401.0
0.0,2.0,32,230L,15464.0,-10248.0,-1548.0
0.0,2.0,32,32L,12330.0,-10304.0,-5629.0
0.0,2.0,32,372L,11921.0,-10441.0,0.0
0.0,2.0,32,3L,14343.0,-10305.0,-7092.0
0.0,2.0,32,53L,14879.0,-10401.0,-6929.0
0.0,2.0,32,6L,14153.0,-10305.0,-4475.0
0.0,2.0,32,87L,14184.0,-10918.0,-5437.0
0.0,2.0,372,11L,8970.0,-8544.0,-5717.0
0.0,2.0,372,142L,10978.0,-8482.0,-2051.0
0.0,2.0,372,19L,9462.0,-8539.0,-5150.0
0.0,2.0,372,230L,12598.0,-8482.0,-481.0
0.0,2.0,372,32L,9835.0,-8522.0,-4369.0
0.0,2.0,372,372L,11026.0,-8746.0,-1102.0
0.0,2.0,372,3L,9089.0,-8544.0,-5859.0
0.0,2.0,372,53L,11051.0,-8500.0,-3479.0
0.0,2.0,372,6L,9549.0,-8546.0,-5347.0
0.0,2.0,372,87L,11489.0,-8482.0,-1147.0
0.0,2.0,3,11L,17235.0,-10805.0,-5164.0
0.0,2.0,3,142L,13118.0,-11182.0,-4751.0
0.0,2.0,3,19L,13839.0,-10406.0,-4975.0
0.0,2.0,3,230L,12000.0,-10401.0,-4263.0
0.0,2.0,3,32L,17422.0,-11237.0,-8088.0
0.0,2.0,3,372L,12301.0,-8746.0,-1102.0
0.0,2.0,3,3L,15492.0,-10805.0,-7292.0
0.0,2.0,3,53L,17579.0,-10779.0,-5454.0
0.0,2.0,3,6L,16203.0,-10805.0,-5475.0
0.0,2.0,3,87L,13464.0,-10918.0,-5437.0
0.0,2.0,53,11L,16297.0,-10405.0,-4057.0
0.0,2.0,53,142L,12459.0,-10882.0,-4451.0
0.0,2.0,53,19L,14293.0,-10014.0,-6775.0
0.0,2.0,53,230L,11615.0,-9712.0,-5062.0
0.0,2.0,53,32L,10427.0,-10408.0,-6750.0
0.0,2.0,53,372L,10034.0,-10507.0,0.0
0.0,2.0,53,3L,14264.0,-10014.0,-7292.0
0.0,2.0,53,53L,13645.0,-10779.0,-5454.0
0.0,2.0,53,6L,15930.0,-9638.0,-4575.0
0.0,2.0,53,87L,14528.0,-10618.0,-5137.0
0.0,2.0,6,11L,15567.0,-10205.0,-5164.0
0.0,2.0,6,142L,13387.0,-9593.0,-1975.0
0.0,2.0,6,19L,15757.0,-10806.0,-5036.0
0.0,2.0,6,230L,16837.0,-7627.0,0.0
0.0,2.0,6,32L,16683.0,-11137.0,-7988.0
0.0,2.0,6,372L,12565.0,-8746.0,-1102.0
0.0,2.0,6,3L,14489.0,-10905.0,-7292.0
0.0,2.0,6,53L,16017.0,-10679.0,-5354.0
0.0,2.0,6,6L,13124.0,-10905.0,-5175.0
0.0,2.0,6,87L,13641.0,-10902.0,-3447.0
0.0,2.0,87,11L,8748.0,-10310.0,-7264.0
0.0,2.0,87,142L,10386.0,-10160.0,-5539.0
0.0,2.0,87,19L,8865.0,-10314.0,-7075.0
0.0,2.0,87,230L,7607.0,-9829.0,-4962.0
0.0,2.0,87,32L,11443.0,-9895.0,-6650.0
0.0,2.0,87,372L,6081.0,-9829.0,-643.0
0.0,2.0,87,3L,9094.0,-10314.0,-7592.0
0.0,2.0,87,53L,11654.0,-10067.0,-6929.0
0.0,2.0,87,6L,9588.0,-10314.0,-7575.0
0.0,2.0,87,87L,11292.0,-10518.0,-5037.0
0.0,2.1,11,11L,16845.0,-10805.0,-5281.0
0.0,2.1,11,142L,13276.0,-9592.0,-2551.0
0.0,2.1,11,19L,11675.0,-10806.0,-4901.0
0.0,2.1,11,230L,15823.0,-9082.0,-1081.0
0.0,2.1,11,32L,17426.0,-10206.0,-6788.0
0.0,2.1,11,372L,12714.0,-8746.0,-1102.0
0.0,2.1,11,3L,13289.0,-10705.0,-6792.0
0.0,2.1,11,53L,16473.0,-10801.0,-4894.0
0.0,2.1,11,6L,16169.0,-10805.0,-5481.0
0.0,2.1,11,87L,14216.0,-10782.0,-3447.0
0.0,2.1,142,11L,12706.0,-9914.0,-6981.0
0.0,2.1,142,142L,10003.0,-11182.0,-4751.0
0.0,2.1,142,19L,12190.0,-9914.0,-6612.0
0.0,2.1,142,230L,11600.0,-10782.0,-2781.0
0.0,2.1,142,32L,10380.0,-9343.0,-6388.0
0.0,2.1,142,372L,7424.0,-9729.0,0.0
0.0,2.1,142,3L,10903.0,-9914.0,-7192.0
0.0,2.1,142,53L,10003.0,-10083.0,-6929.0
0.0,2.1,142,6L,12745.0,-8344.0,-6037.0
0.0,2.1,142,87L,12024.0,-10518.0,-4951.0
0.0,2.1,19,11L,15850.0,-10605.0,-5281.0
0.0,2.1,19,142L,15429.0,-10803.0,-2351.0
0.0,2.1,19,19L,16023.0,-9956.0,-5550.0
0.0,2.1,19,230L,17458.0,-8379.0,-2348.0
0.0,2.1,19,32L,11383.0,-10605.0,-7050.0
0.0,2.1,19,372L,13355.0,-8840.0,0.0
0.0,2.1,19,3L,16032.0,-10805.0,-7292.0
0.0,2.1,19,53L,15695.0,-11093.0,-5694.0
0.0,2.1,19,6L,20103.0,-10805.0,-4557.0
0.0,2.1,19,87L,16333.0,-10918.0,-5351.0
0.0,2.1,230,11L,12618.0,-8737.0,-5836.0
0.0,2.1,230,142L,14265.0,-8682.0,-2251.0
0.0,2.1,230,19L,12226.0,-8741.0,-5298.0
0.0,2.1,230,230L,8862.0,-10401.0,-4263.0
0.0,2.1,230,32L,15392.0,-8724.0,-3616.0
0.0,2.1,230,372L,11070.0,-8546.0,-902.0
0.0,2.1,230,3L,13835.0,-8744.0,-5997.0
0.0,2.1,230,53L,16163.0,-8707.0,-3602.0
0.0,2.1,230,6L,9485.0,-8308.0,-7153.0
0.0,2.1,230,87L,15748.0,-8682.0,-1347.0
0.0,2.1,32,11L,17992.0,-10405.0,-4681.0
0.0,2.1,32,142L,13567.0,-10805.0,-5968.0
0.0,2.1,32,19L,13460.0,-10606.0,-6350.0
0.0,2.1,32,230L,15520.0,-10257.0,-1548.0
0.0,2.1,32,32L,13616.0,-10305.0,-5581.0
0.0,2.1,32,372L,12048.0,-10512.0,0.0
0.0,2.1,32,3L,13257.0,-10305.0,-7092.0
0.0,2.1,32,53L,15172.0,-10401.0,-6929.0
0.0,2.1,32,6L,15675.0,-10305.0,-4381.0
0.0,2.1,32,87L,14184.0,-10918.0,-5351.0
0.0,2.1,372,11L,9058.0,-8537.0,-5636.0
0.0,2.1,372,142L,10978.0,-8482.0,-2051.0
0.0,2.1,372,19L,9512.0,-8541.0,-5098.0
0.0,2.1,372,230L,12545.0,-8482.0,-481.0
0.0,2.1,372,32L,11573.0,-8524.0,-3416.0
0.0,2.1,372,372L,11026.0,-8746.0,-1102.0
0.0,2.1,372,3L,9148.0,-8544.0,-5797.0
0.0,2.1,372,53L,11075.0,-8507.0,-3402.0
0.0,2.1,372,6L,8722.0,-8544.0,-6237.0
0.0,2.1,372,87L,11466.0,-8482.0,-1147.0
0.0,2.1,3,11L,18896.0,-10805.0,-5281.0
0.0,2.1,3,142L,13206.0,-11182.0,-4751.0
0.0,2.1,3,19L,15066.0,-10406.0,-4912.0
0.0,2.1,3,230L,12101.0,-10401.0,-4263.0
0.0,2.1,3,32L,18512.0,-11221.0,-4928.0
0.0,2.1,3,372L,12314.0,-8746.0,-1102.0
0.0,2.1,3,3L,15253.0,-10805.0,-7292.0
0.0,2.1,3,53L,17609.0,-10793.0,-5394.0
0.0,2.1,3,6L,17095.0,-10805.0,-5381.0
0.0,2.1,3,87L,13738.0,-10918.0,-5351.0
0.0,2.1,53,11L,18268.0,-10405.0,-3981.0
0.0,2.1,53,142L,12464.0,-10882.0,-4451.0
0.0,2.1,53,19L,14391.0,-10014.0,-6712.0
0.0,2.1,53,230L,11876.0,-9712.0,-5062.0
0.0,2.1,53,32L,11788.0,-10410.0,-6750.0
0.0,2.1,53,372L,10086.0,-10466.0,0.0
0.0,2.1,53,3L,13936.0,-10014.0,-7292.0
0.0,2.1,53,53L,13577.0,-10793.0,-5394.0
0.0,2.1,53,6L,18605.0,-9638.0,-4481.0
0.0,2.1,53,87L,14564.0,-10618.0,-5051.0
0.0,2.1,6,11L,17364.0,-10205.0,-5281.0
0.0,2.1,6,142L,13407.0,-9593.0,-1975.0
0.0,2.1,6,19L,16542.0,-10806.0,-4912.0
0.0,2.1,6,230L,16664.0,-7605.0,0.0
0.0,2.1,6,32L,16935.0,-11137.0,-7921.0
0.0,2.1,6,372L,12629.0,-8746.0,-1102.0
0.0,2.1,6,3L,13877.0,-10905.0,-7292.0
0.0,2.1,6,53L,15983.0,-10693.0,-5294.0
0.0,2.1,6,6L,13843.0,-10905.0,-5081.0
0.0,2.1,6,87L,13801.0,-10905.0,-3447.0
0.0,2.1,87,11L,11297.0,-10314.0,-7381.0
0.0,2.1,87,142L,10447.0,-10199.0,-5539.0
0.0,2.1,87,19L,10505.0,-10314.0,-7012.0
0.0,2.1,87,230L,7706.0,-9829.0,-4962.0
0.0,2.1,87,32L,12053.0,-9829.0,-6788.0
0.0,2.1,87,372L,6121.0,-9829.0,-593.0
0.0,2.1,87,3L,11942.0,-10314.0,-7592.0
0.0,2.1,87,53L,11765.0,-10083.0,-6929.0
0.0,2.1,87,6L,8885.0,-10314.0,-7481.0
0.0,2.1,87,87L,11384.0,-10518.0,-4951.0
0.0,2.2,11,11L,18066.0,-10805.0,-4400.0
0.0,2.2,11,142L,13349.0,-9592.0,-2551.0
0.0,2.2,11,19L,13125.0,-10806.0,-4831.0
0.0,2.2,11,230L,16014.0,-9082.0,-1081.0
0.0,2.2,11,32L,17621.0,-10206.0,-6729.0
0.0,2.2,11,372L,12816.0,-8746.0,-1102.0
0.0,2.2,11,3L,16856.0,-10705.0,-6695.0
0.0,2.2,11,53L,16449.0,-10801.0,-4894.0
0.0,2.2,11,6L,19170.0,-10805.0,-4646.0
0.0,2.2,11,87L,14467.0,-10782.0,-3409.0
0.0,2.2,142,11L,13155.0,-9914.0,-6100.0
0.0,2.2,142,142L,10155.0,-11182.0,-4751.0
0.0,2.2,142,19L,12356.0,-9914.0,-6547.0
0.0,2.2,142,230L,11640.0,-10782.0,-2781.0
0.0,2.2,142,32L,10527.0,-9383.0,-6329.0
0.0,2.2,142,372L,7382.0,-9759.0,0.0
0.0,2.2,142,3L,10907.0,-9914.0,-7095.0
0.0,2.2,142,53L,10162.0,-10099.0,-6871.0
0.0,2.2,142,6L,12851.0,-8344.0,-6037.0
0.0,2.2,142,87L,12040.0,-10557.0,-4951.0
0.0,2.2,19,11L,18272.0,-10805.0,-4400.0
0.0,2.2,19,142L,15595.0,-10805.0,-2351.0
0.0,2.2,19,19L,17003.0,-9956.0,-5550.0
0.0,2.2,19,230L,17907.0,-8430.0,-2102.0
0.0,2.2,19,32L,11796.0,-10606.0,-6990.0
0.0,2.2,19,372L,13394.0,-8840.0,0.0
0.0,2.2,19,3L,16855.0,-10805.0,-7195.0
0.0,2.2,19,53L,15910.0,-11104.0,-5694.0
0.0,2.2,19,6L,21997.0,-10805.0,-4480.0
0.0,2.2,19,87L,16362.0,-10957.0,-5351.0
0.0,2.2,230,11L,12621.0,-8738.0,-5754.0
0.0,2.2,230,142L,14447.0,-8682.0,-2251.0
0.0,2.2,230,19L,12209.0,-8741.0,-5298.0
0.0,2.2,230,230L,9026.0,-10401.0,-4263.0
0.0,2.2,230,32L,15366.0,-8724.0,-3569.0
0.0,2.2,230,372L,11070.0,-8546.0,-902.0
0.0,2.2,230,3L,13780.0,-8744.0,-5997.0
0.0,2.2,230,53L,16231.0,-8712.0,-3524.0
0.0,2.2,230,6L,9645.0,-8308.0,-7065.0
0.0,2.2,230,87L,15908.0,-8682.0,-1309.0
0.0,2.2,32,11L,15837.0,-10805.0,-3800.0
0.0,2.2,32,142L,13614.0,-10827.0,-5968.0
0.0,2.2,32,19L,14870.0,-10406.0,-6350.0
0.0,2.2,32,230L,15836.0,-10266.0,-1302.0
0.0,2.2,32,32L,13818.0,-10306.0,-5581.0
0.0,2.2,32,372L,12328.0,-10487.0,0.0
0.0,2.2,32,3L,15324.0,-10305.0,-6995.0
0.0,2.2,32,53L,15867.0,-10401.0,-6871.0
0.0,2.2,32,6L,18326.0,-10305.0,-3980.0
0.0,2.2,32,87L,14222.0,-10957.0,-5351.0
0.0,2.2,372,11L,9139.0,-8538.0,-5554.0
0.0,2.2,372,142L,10978.0,-8482.0,-2051.0
0.0,2.2,372,19L,9512.0,-8541.0,-5098.0
0.0,2.2,372,230L,12519.0,-8482.0,-481.0
0.0,2.2,372,32L,11549.0,-8524.0,-3369.0
0.0,2.2,372,372L,11026.0,-8746.0,-1102.0
0.0,2.2,372,3L,9146.0,-8544.0,-5797.0
0.0,2.2,372,53L,11104.0,-8512.0,-3324.0
0.0,2.2,372,6L,8719.0,-8544.0,-6237.0
0.0,2.2,372,87L,11437.0,-8482.0,-1109.0
0.0,2.2,3,11L,19688.0,-10805.0,-4400.0
0.0,2.2,3,142L,13220.0,-11182.0,-4751.0
0.0,2.2,3,19L,15762.0,-10406.0,-4847.0
0.0,2.2,3,230L,12115.0,-10401.0,-4263.0
0.0,2.2,3,32L,18455.0,-11223.0,-4889.0
0.0,2.2,3,372L,12374.0,-8746.0,-1102.0
0.0,2.2,3,3L,16559.0,-10805.0,-7195.0
0.0,2.2,3,53L,17712.0,-10804.0,-5394.0
0.0,2.2,3,6L,20411.0,-10805.0,-4546.0
0.0,2.2,3,87L,13975.0,-10957.0,-5351.0
0.0,2.2,53,11L,19486.0,-10405.0,-3100.0
0.0,2.2,53,142L,12672.0,-10882.0,-4451.0
0.0,2.2,53,19L,19446.0,-10405.0,-6647.0
0.0,2.2,53,230L,12033.0,-9798.0,-5062.0
0.0,2.2,53,32L,12104.0,-10408.0,-6690.0
0.0,2.2,53,372L,10828.0,-10455.0,0.0
0.0,2.2,53,3L,14867.0,-10405.0,-7195.0
0.0,2.2,53,53L,13595.0,-10804.0,-5394.0
0.0,2.2,53,6L,16323.0,-10405.0,-4080.0
0.0,2.2,53,87L,14576.0,-10657.0,-5051.0
0.0,2.2,6,11L,19139.0,-10205.0,-4400.0
0.0,2.2,6,142L,14060.0,-10882.0,-5139.0
0.0,2.2,6,19L,19019.0,-10806.0,-4847.0
0.0,2.2,6,230L,17087.0,-7605.0,0.0
0.0,2.2,6,32L,17085.0,-11137.0,-7853.0
0.0,2.2,6,372L,12744.0,-8746.0,-1102.0
0.0,2.2,6,3L,15328.0,-10905.0,-7195.0
0.0,2.2,6,53L,15891.0,-10704.0,-5294.0
0.0,2.2,6,6L,17060.0,-10905.0,-4580.0
0.0,2.2,6,87L,14015.0,-10908.0,-3409.0
0.0,2.2,87,11L,11784.0,-10314.0,-6500.0
0.0,2.2,87,142L,10390.0,-10236.0,-5539.0
0.0,2.2,87,19L,10509.0,-10314.0,-6947.0
0.0,2.2,87,230L,7774.0,-9829.0,-4962.0
0.0,2.2,87,32L,12251.0,-9829.0,-6729.0
0.0,2.2,87,372L,6158.0,-9829.0,-492.0
0.0,2.2,87,3L,11987.0,-10314.0,-7495.0
0.0,2.2,87,53L,12041.0,-10099.0,-6871.0
0.0,2.2,87,6L,11195.0,-10314.0,-6646.0
0.0,2.2,87,87L,11398.0,-10557.0,-4951.0
0.0,2.3,11,11L,18400.0,-10805.0,-4344.0
0.0,2.3,11,142L,13292.0,-9592.0,-2551.0
0.0,2.3,11,19L,13710.0,-10806.0,-4758.0
0.0,2.3,11,230L,16271.0,-9082.0,-1081.0
0.0,2.3,11,32L,17028.0,-10206.0,-6729.0
0.0,2.3,11,372L,13231.0,-8746.0,-752.0
0.0,2.3,11,3L,17421.0,-10705.0,-5885.0
0.0,2.3,11,53L,16347.0,-10801.0,-4864.0
0.0,2.3,11,6L,23575.0,-10805.0,-4600.0
0.0,2.3,11,87L,13872.0,-10782.0,-3409.0
0.0,2.3,142,11L,13188.0,-9914.0,-6044.0
0.0,2.3,142,142L,10231.0,-11182.0,-4751.0
0.0,2.3,142,19L,12449.0,-9914.0,-6481.0
0.0,2.3,142,230L,11709.0,-10782.0,-2781.0
0.0,2.3,142,32L,10571.0,-9383.0,-6329.0
0.0,2.3,142,372L,7341.0,-9788.0,0.0
0.0,2.3,142,3L,13089.0,-9914.0,-6285.0
0.0,2.3,142,53L,10279.0,-10114.0,-6813.0
0.0,2.3,142,6L,13418.0,-9914.0,-6200.0
0.0,2.3,142,87L,12188.0,-10557.0,-4906.0
0.0,2.3,19,11L,18768.0,-10805.0,-4344.0
0.0,2.3,19,142L,15436.0,-10807.0,-2351.0
0.0,2.3,19,19L,17096.0,-9956.0,-5496.0
0.0,2.3,19,230L,18332.0,-8454.0,-2102.0
0.0,2.3,19,32L,13734.0,-10587.0,-5584.0
0.0,2.3,19,372L,13496.0,-8840.0,0.0
0.0,2.3,19,3L,18543.0,-10805.0,-6385.0
0.0,2.3,19,53L,15891.0,-11116.0,-5664.0
0.0,2.3,19,6L,24903.0,-10805.0,-3500.0
0.0,2.3,19,87L,16667.0,-10957.0,-5306.0
0.0,2.3,230,11L,12623.0,-8740.0,-5670.0
0.0,2.3,230,142L,14552.0,-8682.0,-2251.0
0.0,2.3,230,19L,12284.0,-8742.0,-5245.0
0.0,2.3,230,230L,9194.0,-10401.0,-4263.0
0.0,2.3,230,32L,15383.0,-8732.0,-3569.0
0.0,2.3,230,372L,11420.0,-8546.0,-552.0
0.0,2.3,230,3L,13697.0,-8744.0,-4491.0
0.0,2.3,230,53L,16269.0,-8712.0,-3445.0
0.0,2.3,230,6L,13598.0,-8744.0,-6348.0
0.0,2.3,230,87L,16061.0,-8682.0,-1309.0
0.0,2.3,32,11L,16194.0,-10805.0,-3744.0
0.0,2.3,32,142L,14642.0,-10510.0,-5921.0
0.0,2.3,32,19L,15173.0,-10406.0,-6296.0
0.0,2.3,32,230L,15923.0,-10280.0,-1302.0
0.0,2.3,32,32L,13753.0,-10287.0,-5531.0
0.0,2.3,32,372L,12467.0,-10523.0,0.0
0.0,2.3,32,3L,18353.0,-10305.0,-6185.0
0.0,2.3,32,53L,16080.0,-10401.0,-6813.0
0.0,2.3,32,6L,23537.0,-10305.0,-3648.0
0.0,2.3,32,87L,14282.0,-10957.0,-5306.0
0.0,2.3,372,11L,9221.0,-8540.0,-5470.0
0.0,2.3,372,142L,10899.0,-8482.0,-2051.0
0.0,2.3,372,19L,9563.0,-8542.0,-5045.0
0.0,2.3,372,230L,12469.0,-8482.0,-481.0
0.0,2.3,372,32L,11506.0,-8532.0,-3369.0
0.0,2.3,372,372L,11376.0,-8746.0,-752.0
0.0,2.3,372,3L,10573.0,-8544.0,-4291.0
0.0,2.3,372,53L,11146.0,-8512.0,-3245.0
0.0,2.3,372,6L,8805.0,-8544.0,-6148.0
0.0,2.3,372,87L,11398.0,-8482.0,-1109.0
0.0,2.3,3,11L,19967.0,-10805.0,-4344.0
0.0,2.3,3,142L,13120.0,-11182.0,-4751.0
0.0,2.3,3,19L,16316.0,-10406.0,-4781.0
0.0,2.3,3,230L,12184.0,-10401.0,-4263.0
0.0,2.3,3,32L,19633.0,-11227.0,-4849.0
0.0,2.3,3,372L,12786.0,-8746.0,-752.0
0.0,2.3,3,3L,19149.0,-10805.0,-6385.0
0.0,2.3,3,53L,17721.0,-10816.0,-5364.0
0.0,2.3,3,6L,23171.0,-10805.0,-4500.0
0.0,2.3,3,87L,13668.0,-10957.0,-5306.0
0.0,2.3,53,11L,21074.0,-10405.0,-3044.0
