Lower,Upper,ExpirationPut,ExpirationCall,Capital,MaxLossPLUnRealized,MaxLossPLRealized
0.5,3.3,32,53L,17022.0,-10451.0,-4400.0
0.5,3.3,32,6L,19934.0,-9684.0,-5200.0
0.5,3.3,32,87L,17425.0,-10799.0,-3733.0
0.5,3.3,372,11L,11529.0,-8247.0,-1179.0
0.5,3.3,372,142L,10876.0,-8210.0,-1532.0
0.5,3.3,372,19L,9665.0,-8243.0,-4330.0
0.5,3.3,372,230L,12410.0,-8183.0,0.0
0.5,3.3,372,32L,11209.0,-8243.0,-2438.0
0.5,3.3,372,372L,12370.0,-8546.0,0.0
0.5,3.3,372,3L,11037.0,-8244.0,-1164.0
0.5,3.3,372,53L,11415.0,-8236.0,-1377.0
0.5,3.3,372,6L,12801.0,-8244.0,0.0
0.5,3.3,372,87L,11115.0,-8221.0,-637.0
0.5,3.3,3,11L,20491.0,-10605.0,-6146.0
0.5,3.3,3,142L,18673.0,-9815.0,-386.0
0.5,3.3,3,19L,21456.0,-10256.0,-5355.0
0.5,3.3,3,230L,13385.0,-10500.0,-3723.0
0.5,3.3,3,32L,21132.0,-10256.0,-1785.0
0.5,3.3,3,372L,13704.0,-8546.0,0.0
0.5,3.3,3,3L,19165.0,-4655.0,0.0
0.5,3.3,3,53L,17442.0,-10255.0,-3100.0
0.5,3.3,3,6L,21956.0,-10255.0,-5600.0
0.5,3.3,3,87L,19262.0,-10721.0,-3137.0
0.5,3.3,53,11L,14634.0,-10305.0,-6246.0
0.5,3.3,53,142L,14124.0,-10810.0,-4132.0
0.5,3.3,53,19L,14848.0,-9914.0,-5455.0
0.5,3.3,53,230L,13546.0,-10026.0,-3623.0
0.5,3.3,53,32L,15715.0,-10343.0,-4538.0
0.5,3.3,53,372L,15077.0,-10327.0,0.0
0.5,3.3,53,3L,17037.0,-10844.0,-3764.0
0.5,3.3,53,53L,13164.0,-10787.0,-4900.0
0.5,3.3,53,6L,21294.0,-10305.0,-5700.0
0.5,3.3,53,87L,18570.0,-10699.0,-3633.0
0.5,3.3,6,11L,19518.0,-10605.0,-2381.0
0.5,3.3,6,142L,14496.0,-10613.0,-2232.0
0.5,3.3,6,19L,19907.0,-10206.0,-5155.0
0.5,3.3,6,230L,18061.0,-7526.0,0.0
0.5,3.3,6,32L,21262.0,-10206.0,-2785.0
0.5,3.3,6,372L,14284.0,-8546.0,0.0
0.5,3.3,6,3L,18520.0,-4805.0,0.0
0.5,3.3,6,53L,16339.0,-10205.0,-3000.0
0.5,3.3,6,6L,20570.0,-10605.0,-5600.0
0.5,3.3,6,87L,15932.0,-10521.0,-2937.0
0.5,3.3,87,11L,14458.0,-10014.0,-6346.0
0.5,3.3,87,142L,11923.0,-10510.0,-3832.0
0.5,3.3,87,19L,9386.0,-10014.0,-5555.0
0.5,3.3,87,230L,10675.0,-9680.0,-3323.0
0.5,3.3,87,32L,13385.0,-9754.0,-5897.0
0.5,3.3,87,372L,7666.0,-9680.0,0.0
0.5,3.3,87,3L,17001.0,-10944.0,-3864.0
0.5,3.3,87,53L,14107.0,-10487.0,-4600.0
0.5,3.3,87,6L,17873.0,-10014.0,-5800.0
0.5,3.3,87,87L,16439.0,-10399.0,-3333.0
0.5,3.4,11,11L,18072.0,-10014.0,-6286.0
0.5,3.4,11,142L,17441.0,-10609.0,-1986.0
0.5,3.4,11,19L,20784.0,-10606.0,-5163.0
0.5,3.4,11,230L,16048.0,-8890.0,-496.0
0.5,3.4,11,32L,17745.0,-10606.0,-4885.0
0.5,3.4,11,372L,14992.0,-8546.0,0.0
0.5,3.4,11,3L,15341.0,-8844.0,-1764.0
0.5,3.4,11,53L,20731.0,-10601.0,-2827.0
0.5,3.4,11,6L,17718.0,-10014.0,-5756.0
0.5,3.4,11,87L,16866.0,-10522.0,-2937.0
0.5,3.4,142,11L,13814.0,-9614.0,-5886.0
0.5,3.4,142,142L,12362.0,-10910.0,-3986.0
0.5,3.4,142,19L,11077.0,-9614.0,-5163.0
0.5,3.4,142,230L,12994.0,-10490.0,-2096.0
0.5,3.4,142,32L,13265.0,-9377.0,-5497.0
0.5,3.4,142,372L,9272.0,-9880.0,0.0
0.5,3.4,142,3L,18016.0,-8244.0,-1164.0
0.5,3.4,142,53L,11478.0,-9946.0,-6122.0
0.5,3.4,142,6L,16161.0,-9614.0,-5356.0
0.5,3.4,142,87L,15547.0,-8222.0,-637.0
0.5,3.4,19,11L,16821.0,-10605.0,-6286.0
0.5,3.4,19,142L,17381.0,-10458.0,-1044.0
0.5,3.4,19,19L,20305.0,-10456.0,-3563.0
0.5,3.4,19,230L,15361.0,-8790.0,-396.0
0.5,3.4,19,32L,14146.0,-10437.0,-4785.0
0.5,3.4,19,372L,17265.0,-10648.0,0.0
0.5,3.4,19,3L,16116.0,-8644.0,-1564.0
0.5,3.4,19,53L,18552.0,-10897.0,-4927.0
0.5,3.4,19,6L,17829.0,-9914.0,-5656.0
0.5,3.4,19,87L,17518.0,-10608.0,-1874.0
0.5,3.4,230,11L,15084.0,-8247.0,-1104.0
0.5,3.4,230,142L,17019.0,-9187.0,-2444.0
0.5,3.4,230,19L,12638.0,-8242.0,-4265.0
0.5,3.4,230,230L,11167.0,-10500.0,-3512.0
0.5,3.4,230,32L,14219.0,-8243.0,-2438.0
0.5,3.4,230,372L,14783.0,-7846.0,0.0
0.5,3.4,230,3L,17756.0,-10344.0,-3264.0
0.5,3.4,230,53L,16037.0,-8237.0,-831.0
0.5,3.4,230,6L,17581.0,-8244.0,0.0
0.5,3.4,230,87L,16212.0,-7522.0,0.0
0.5,3.4,32,11L,19196.0,-10205.0,-6286.0
0.5,3.4,32,142L,17709.0,-9684.0,-694.0
0.5,3.4,32,19L,17148.0,-10206.0,-5563.0
0.5,3.4,32,230L,15855.0,-10226.0,-396.0
0.5,3.4,32,32L,15535.0,-10343.0,-4538.0
0.5,3.4,32,372L,14318.0,-10324.0,0.0
0.5,3.4,32,3L,16846.0,-8944.0,-1864.0
0.5,3.4,32,53L,17181.0,-10451.0,-4327.0
0.5,3.4,32,6L,19533.0,-9414.0,-5156.0
0.5,3.4,32,87L,17321.0,-10818.0,-3686.0
0.5,3.4,372,11L,11523.0,-8247.0,-1104.0
0.5,3.4,372,142L,11122.0,-8210.0,-1286.0
0.5,3.4,372,19L,9730.0,-8242.0,-4265.0
0.5,3.4,372,230L,12392.0,-8190.0,0.0
0.5,3.4,372,32L,11131.0,-8243.0,-2438.0
0.5,3.4,372,372L,12386.0,-8546.0,0.0
0.5,3.4,372,3L,11006.0,-8244.0,-1164.0
0.5,3.4,372,53L,11640.0,-8237.0,-831.0
0.5,3.4,372,6L,12689.0,-8244.0,0.0
0.5,3.4,372,87L,11072.0,-8222.0,-637.0
0.5,3.4,3,11L,19128.0,-10255.0,-6086.0
0.5,3.4,3,142L,18735.0,-9815.0,-344.0
0.5,3.4,3,19L,21398.0,-10256.0,-5363.0
0.5,3.4,3,230L,13714.0,-10500.0,-3512.0
0.5,3.4,3,32L,21268.0,-10256.0,-1785.0
0.5,3.4,3,372L,13807.0,-8546.0,0.0
0.5,3.4,3,3L,19055.0,-4655.0,0.0
0.5,3.4,3,53L,17391.0,-10255.0,-3027.0
0.5,3.4,3,6L,22534.0,-9814.0,-5556.0
0.5,3.4,3,87L,19235.0,-10722.0,-3137.0
0.5,3.4,53,11L,14798.0,-10305.0,-6186.0
0.5,3.4,53,142L,14341.0,-10810.0,-3886.0
0.5,3.4,53,19L,14947.0,-9914.0,-5463.0
0.5,3.4,53,230L,14015.0,-10026.0,-3412.0
0.5,3.4,53,32L,15874.0,-10343.0,-4538.0
0.5,3.4,53,372L,15418.0,-10327.0,0.0
0.5,3.4,53,3L,16948.0,-10844.0,-3764.0
0.5,3.4,53,53L,13128.0,-10797.0,-4827.0
0.5,3.4,53,6L,20910.0,-9914.0,-5656.0
0.5,3.4,53,87L,15051.0,-10718.0,-3586.0
0.5,3.4,6,11L,18836.0,-10205.0,-2186.0
0.5,3.4,6,142L,14772.0,-10608.0,-1986.0
0.5,3.4,6,19L,19722.0,-10206.0,-5163.0
0.5,3.4,6,230L,18220.0,-7526.0,0.0
0.5,3.4,6,32L,21143.0,-10206.0,-2785.0
0.5,3.4,6,372L,14314.0,-8546.0,0.0
0.5,3.4,6,3L,18411.0,-4805.0,0.0
0.5,3.4,6,53L,16354.0,-10205.0,-2927.0
0.5,3.4,6,6L,21744.0,-9814.0,-5556.0
0.5,3.4,6,87L,16664.0,-10818.0,-3686.0
0.5,3.4,87,11L,14184.0,-10014.0,-6286.0
0.5,3.4,87,142L,12145.0,-10510.0,-3586.0
0.5,3.4,87,19L,9550.0,-10014.0,-5563.0
0.5,3.4,87,230L,11044.0,-9680.0,-3112.0
0.5,3.4,87,32L,13445.0,-9777.0,-5897.0
0.5,3.4,87,372L,7575.0,-9680.0,0.0
0.5,3.4,87,3L,16914.0,-10944.0,-3864.0
0.5,3.4,87,53L,14076.0,-10497.0,-4527.0
0.5,3.4,87,6L,17151.0,-10014.0,-5756.0
0.5,3.4,87,87L,16470.0,-10418.0,-3286.0
0.5,3.5,11,11L,17046.0,-10014.0,-6286.0
0.5,3.5,11,142L,17490.0,-10609.0,-1986.0
0.5,3.5,11,19L,22697.0,-10606.0,-5163.0
0.5,3.5,11,230L,15982.0,-8896.0,-496.0
0.5,3.5,11,32L,17739.0,-10606.0,-4805.0
0.5,3.5,11,372L,15023.0,-8545.0,0.0
0.5,3.5,11,3L,19700.0,-4755.0,0.0
0.5,3.5,11,53L,20611.0,-10601.0,-2827.0
0.5,3.5,11,6L,17872.0,-10014.0,-5667.0
0.5,3.5,11,87L,16879.0,-10525.0,-2837.0
0.5,3.5,142,11L,21337.0,-7557.0,-3586.0
0.5,3.5,142,142L,12310.0,-10920.0,-3986.0
0.5,3.5,142,19L,12705.0,-9614.0,-5163.0
0.5,3.5,142,230L,13130.0,-10496.0,-2096.0
0.5,3.5,142,32L,13378.0,-9398.0,-5422.0
0.5,3.5,142,372L,9696.0,-9908.0,0.0
0.5,3.5,142,3L,19032.0,-7557.0,0.0
0.5,3.5,142,53L,11557.0,-9952.0,-6050.0
0.5,3.5,142,6L,16294.0,-9614.0,-5267.0
0.5,3.5,142,87L,15660.0,-8225.0,-537.0
0.5,3.5,19,11L,18048.0,-10605.0,-6286.0
0.5,3.5,19,142L,17418.0,-10458.0,-1001.0
0.5,3.5,19,19L,20840.0,-10456.0,-3563.0
0.5,3.5,19,230L,15364.0,-8796.0,-396.0
0.5,3.5,19,32L,14379.0,-10437.0,-4705.0
0.5,3.5,19,372L,17299.0,-10611.0,0.0
0.5,3.5,19,3L,19372.0,-4905.0,0.0
0.5,3.5,19,53L,18636.0,-10897.0,-4927.0
0.5,3.5,19,6L,17985.0,-9914.0,-5567.0
0.5,3.5,19,87L,17581.0,-10608.0,-1819.0
0.5,3.5,230,11L,19302.0,-7808.0,-5748.0
0.5,3.5,230,142L,17020.0,-9187.0,-2401.0
0.5,3.5,230,19L,12700.0,-8243.0,-4198.0
0.5,3.5,230,230L,11361.0,-10500.0,-3512.0
0.5,3.5,230,32L,14342.0,-8244.0,-2366.0
0.5,3.5,230,372L,15159.0,-7845.0,0.0
0.5,3.5,230,3L,19967.0,-6100.0,0.0
0.5,3.5,230,53L,16027.0,-8238.0,-831.0
0.5,3.5,230,6L,17609.0,-8244.0,0.0
0.5,3.5,230,87L,16368.0,-7525.0,0.0
0.5,3.5,32,11L,22191.0,-10205.0,-6286.0
0.5,3.5,32,142L,17729.0,-9684.0,-651.0
0.5,3.5,32,19L,18528.0,-10306.0,-5563.0
0.5,3.5,32,230L,15893.0,-10226.0,-396.0
0.5,3.5,32,32L,15739.0,-10344.0,-4466.0
0.5,3.5,32,372L,14318.0,-10324.0,0.0
0.5,3.5,32,3L,20255.0,-4705.0,0.0
0.5,3.5,32,53L,17312.0,-10451.0,-4327.0
0.5,3.5,32,6L,19631.0,-9414.0,-5067.0
0.5,3.5,32,87L,17325.0,-10818.0,-3639.0
0.5,3.5,372,11L,11450.0,-8247.0,-1104.0
0.5,3.5,372,142L,11090.0,-8220.0,-1286.0
0.5,3.5,372,19L,9796.0,-8243.0,-4198.0
0.5,3.5,372,230L,12364.0,-8196.0,0.0
0.5,3.5,372,32L,11171.0,-8244.0,-2366.0
0.5,3.5,372,372L,12304.0,-8545.0,0.0
0.5,3.5,372,3L,12565.0,-8244.0,0.0
0.5,3.5,372,53L,11570.0,-8238.0,-831.0
0.5,3.5,372,6L,12633.0,-8244.0,0.0
0.5,3.5,372,87L,11156.0,-8225.0,-537.0
0.5,3.5,3,11L,18583.0,-10255.0,-6086.0
0.5,3.5,3,142L,18925.0,-9815.0,-301.0
0.5,3.5,3,19L,21696.0,-10256.0,-5363.0
0.5,3.5,3,230L,13902.0,-10500.0,-3512.0
0.5,3.5,3,32L,21200.0,-10256.0,-1714.0
0.5,3.5,3,372L,13793.0,-8545.0,0.0
0.5,3.5,3,3L,19765.0,-4655.0,0.0
0.5,3.5,3,53L,17659.0,-10258.0,-3027.0
0.5,3.5,3,6L,22655.0,-9814.0,-5467.0
0.5,3.5,3,87L,19296.0,-10725.0,-3037.0
0.5,3.5,53,11L,19520.0,-10305.0,-6186.0
0.5,3.5,53,142L,14367.0,-10820.0,-3886.0
0.5,3.5,53,19L,15687.0,-9914.0,-5463.0
0.5,3.5,53,230L,14073.0,-10026.0,-3412.0
0.5,3.5,53,32L,16067.0,-10344.0,-4466.0
0.5,3.5,53,372L,15898.0,-10374.0,0.0
0.5,3.5,53,3L,19670.0,-4905.0,0.0
0.5,3.5,53,53L,13190.0,-10797.0,-4827.0
0.5,3.5,53,6L,21075.0,-9914.0,-5567.0
0.5,3.5,53,87L,12932.0,-10718.0,-3539.0
0.5,3.5,6,11L,18336.0,-10205.0,-2186.0
0.5,3.5,6,142L,14730.0,-10608.0,-1986.0
0.5,3.5,6,19L,21805.0,-10206.0,-5163.0
0.5,3.5,6,230L,18310.0,-7523.0,0.0
0.5,3.5,6,32L,21055.0,-10206.0,-2705.0
0.5,3.5,6,372L,14286.0,-8545.0,0.0
0.5,3.5,6,3L,19343.0,-4805.0,0.0
0.5,3.5,6,53L,16444.0,-10208.0,-2927.0
0.5,3.5,6,6L,21853.0,-9814.0,-5467.0
0.5,3.5,6,87L,16692.0,-10818.0,-3639.0
0.5,3.5,87,11L,18776.0,-10014.0,-6286.0
0.5,3.5,87,142L,12518.0,-10520.0,-3586.0
0.5,3.5,87,19L,9612.0,-10014.0,-5563.0
0.5,3.5,87,230L,11246.0,-9680.0,-3112.0
0.5,3.5,87,32L,13621.0,-9798.0,-5822.0
0.5,3.5,87,372L,7530.0,-9680.0,0.0
0.5,3.5,87,3L,19815.0,-4905.0,0.0
0.5,3.5,87,53L,14020.0,-10497.0,-4527.0
0.5,3.5,87,6L,17236.0,-10014.0,-5667.0
0.5,3.5,87,87L,16443.0,-10418.0,-3239.0
0.5,3.6,11,11L,17793.0,-10014.0,-6222.0
0.5,3.6,11,142L,17545.0,-10616.0,-1986.0
0.5,3.6,11,19L,22771.0,-10606.0,-5081.0
0.5,3.6,11,230L,15992.0,-8913.0,-496.0
0.5,3.6,11,32L,17727.0,-10606.0,-4724.0
0.5,3.6,11,372L,15121.0,-8545.0,0.0
0.5,3.6,11,3L,19639.0,-4755.0,0.0
0.5,3.6,11,53L,20664.0,-10601.0,-2753.0
0.5,3.6,11,6L,17928.0,-10014.0,-5576.0
0.5,3.6,11,87L,16838.0,-10527.0,-2837.0
0.5,3.6,142,11L,21895.0,-7557.0,-3522.0
0.5,3.6,142,142L,12341.0,-10920.0,-3986.0
0.5,3.6,142,19L,12815.0,-9615.0,-5081.0
0.5,3.6,142,230L,13252.0,-10513.0,-2096.0
0.5,3.6,142,32L,13603.0,-9417.0,-5346.0
0.5,3.6,142,372L,9664.0,-9928.0,0.0
0.5,3.6,142,3L,18981.0,-7557.0,0.0
0.5,3.6,142,53L,11589.0,-9957.0,-6050.0
0.5,3.6,142,6L,16406.0,-9614.0,-5176.0
0.5,3.6,142,87L,15635.0,-8227.0,-537.0
0.5,3.6,19,11L,18864.0,-10605.0,-6222.0
0.5,3.6,19,142L,17408.0,-10458.0,-1001.0
0.5,3.6,19,19L,20943.0,-10456.0,-3481.0
0.5,3.6,19,230L,15306.0,-8813.0,-396.0
0.5,3.6,19,32L,14572.0,-10437.0,-4624.0
0.5,3.6,19,372L,17272.0,-10611.0,0.0
0.5,3.6,19,3L,19311.0,-4905.0,0.0
0.5,3.6,19,53L,18879.0,-10901.0,-4853.0
0.5,3.6,19,6L,18039.0,-9914.0,-5476.0
0.5,3.6,19,87L,17559.0,-10608.0,-1819.0
0.5,3.6,230,11L,19256.0,-7808.0,-5748.0
0.5,3.6,230,142L,17029.0,-9187.0,-2401.0
0.5,3.6,230,19L,12778.0,-8244.0,-4198.0
0.5,3.6,230,230L,11473.0,-10575.0,-3512.0
0.5,3.6,230,32L,14356.0,-8244.0,-2366.0
0.5,3.6,230,372L,15175.0,-7845.0,0.0
0.5,3.6,230,3L,19916.0,-6100.0,0.0
0.5,3.6,230,53L,16044.0,-8239.0,-772.0
0.5,3.6,230,6L,17622.0,-8244.0,0.0
0.5,3.6,230,87L,16362.0,-7527.0,0.0
0.5,3.6,32,11L,22921.0,-10205.0,-6222.0
0.5,3.6,32,142L,17635.0,-9684.0,-651.0
0.5,3.6,32,19L,18540.0,-10306.0,-5481.0
0.5,3.6,32,230L,15956.0,-10226.0,-396.0
0.5,3.6,32,32L,15813.0,-10344.0,-4466.0
0.5,3.6,32,372L,14204.0,-10306.0,0.0
0.5,3.6,32,3L,20194.0,-4705.0,0.0
0.5,3.6,32,53L,17624.0,-10451.0,-4253.0
0.5,3.6,32,6L,19702.0,-9414.0,-4976.0
0.5,3.6,32,87L,16807.0,-10826.0,-3639.0
0.5,3.6,372,11L,11945.0,-8247.0,-298.0
0.5,3.6,372,142L,11090.0,-8220.0,-1286.0
0.5,3.6,372,19L,9795.0,-8244.0,-4198.0
0.5,3.6,372,230L,12338.0,-8213.0,0.0
0.5,3.6,372,32L,11099.0,-8244.0,-2366.0
0.5,3.6,372,372L,12320.0,-8545.0,0.0
0.5,3.6,372,3L,12562.0,-8244.0,0.0
0.5,3.6,372,53L,11587.0,-8239.0,-772.0
0.5,3.6,372,6L,12554.0,-8244.0,0.0
0.5,3.6,372,87L,11150.0,-8227.0,-537.0
0.5,3.6,3,11L,19361.0,-10255.0,-6022.0
0.5,3.6,3,142L,18848.0,-9855.0,-301.0
0.5,3.6,3,19L,21665.0,-10256.0,-5281.0
0.5,3.6,3,230L,13813.0,-10575.0,-3512.0
0.5,3.6,3,32L,21311.0,-10256.0,-1714.0
0.5,3.6,3,372L,13874.0,-8545.0,0.0
0.5,3.6,3,3L,19704.0,-4655.0,0.0
0.5,3.6,3,53L,17721.0,-10258.0,-2953.0
0.5,3.6,3,6L,22639.0,-9814.0,-5376.0
0.5,3.6,3,87L,19267.0,-10727.0,-3037.0
0.5,3.6,53,11L,19366.0,-10305.0,-6122.0
0.5,3.6,53,142L,14806.0,-10820.0,-3886.0
0.5,3.6,53,19L,15799.0,-9915.0,-5381.0
0.5,3.6,53,230L,14136.0,-10026.0,-3412.0
0.5,3.6,53,32L,16130.0,-10344.0,-4466.0
0.5,3.6,53,372L,15898.0,-10374.0,0.0
0.5,3.6,53,3L,19609.0,-4905.0,0.0
0.5,3.6,53,53L,13240.0,-10801.0,-4753.0
0.5,3.6,53,6L,21139.0,-9914.0,-5476.0
0.5,3.6,53,87L,12768.0,-10726.0,-3539.0
0.5,3.6,6,11L,19160.0,-10205.0,-2122.0
0.5,3.6,6,142L,14837.0,-10608.0,-1986.0
0.5,3.6,6,19L,21738.0,-10206.0,-5081.0
0.5,3.6,6,230L,18243.0,-7523.0,0.0
0.5,3.6,6,32L,20980.0,-10206.0,-2624.0
0.5,3.6,6,372L,14365.0,-8545.0,0.0
0.5,3.6,6,3L,19282.0,-4805.0,0.0
0.5,3.6,6,53L,16765.0,-10208.0,-2853.0
0.5,3.6,6,6L,21839.0,-9814.0,-5376.0
0.5,3.6,6,87L,16644.0,-10826.0,-3639.0
0.5,3.6,87,11L,18060.0,-10014.0,-6222.0
0.5,3.6,87,142L,12493.0,-10520.0,-3586.0
0.5,3.6,87,19L,9764.0,-10015.0,-5481.0
0.5,3.6,87,230L,11387.0,-9680.0,-3112.0
0.5,3.6,87,32L,13750.0,-9817.0,-5746.0
0.5,3.6,87,372L,8005.0,-9680.0,0.0
0.5,3.6,87,3L,19754.0,-4905.0,0.0
0.5,3.6,87,53L,13955.0,-10501.0,-4453.0
0.5,3.6,87,6L,17304.0,-10014.0,-5576.0
0.5,3.6,87,87L,16425.0,-10426.0,-3239.0
0.5,3.7,11,11L,17745.0,-10014.0,-6222.0
0.5,3.7,11,142L,17563.0,-10616.0,-1986.0
0.5,3.7,11,19L,22623.0,-10606.0,-5081.0
0.5,3.7,11,230L,15998.0,-8911.0,-496.0
0.5,3.7,11,32L,15955.0,-10606.0,-2050.0
0.5,3.7,11,372L,15207.0,-8545.0,0.0
0.5,3.7,11,3L,19577.0,-4755.0,0.0
0.5,3.7,11,53L,19929.0,-10601.0,-2753.0
0.5,3.7,11,6L,17651.0,-7914.0,-3476.0
0.5,3.7,11,87L,16731.0,-10529.0,-2837.0
0.5,3.7,142,11L,21858.0,-7557.0,-3522.0
0.5,3.7,142,142L,12360.0,-10920.0,-3986.0
0.5,3.7,142,19L,12788.0,-9615.0,-5081.0
0.5,3.7,142,230L,13406.0,-10511.0,-2096.0
0.5,3.7,142,32L,13629.0,-9436.0,-5346.0
0.5,3.7,142,372L,9600.0,-9983.0,0.0
0.5,3.7,142,3L,18922.0,-7557.0,0.0
0.5,3.7,142,53L,11658.0,-9967.0,-5977.0
0.5,3.7,142,6L,16367.0,-9614.0,-5176.0
0.5,3.7,142,87L,15584.0,-8229.0,-537.0
0.5,3.7,19,11L,18735.0,-10605.0,-6222.0
0.5,3.7,19,142L,17391.0,-10458.0,-957.0
0.5,3.7,19,19L,19960.0,-10456.0,-3481.0
0.5,3.7,19,230L,15383.0,-8811.0,-396.0
0.5,3.7,19,32L,21135.0,-10608.0,-1668.0
0.5,3.7,19,372L,17287.0,-10611.0,0.0
0.5,3.7,19,3L,19249.0,-4905.0,0.0
0.5,3.7,19,53L,18856.0,-10905.0,-4853.0
0.5,3.7,19,6L,18285.0,-7714.0,-3276.0
0.5,3.7,19,87L,17427.0,-10607.0,-1762.0
0.5,3.7,230,11L,19226.0,-7808.0,-5702.0
0.5,3.7,230,142L,16910.0,-9363.0,-2357.0
0.5,3.7,230,19L,12798.0,-8244.0,-4129.0
0.5,3.7,230,230L,11660.0,-10575.0,-3512.0
0.5,3.7,230,32L,14370.0,-8244.0,-2292.0
0.5,3.7,230,372L,15192.0,-7845.0,0.0
0.5,3.7,230,3L,19857.0,-6100.0,0.0
0.5,3.7,230,53L,16048.0,-8240.0,-772.0
0.5,3.7,230,6L,17652.0,-8244.0,0.0
0.5,3.7,230,87L,16369.0,-7529.0,0.0
0.5,3.7,32,11L,22057.0,-10205.0,-6222.0
0.5,3.7,32,142L,17753.0,-9684.0,-607.0
0.5,3.7,32,19L,17973.0,-10306.0,-5481.0
0.5,3.7,32,230L,15946.0,-10226.0,-396.0
0.5,3.7,32,32L,16808.0,-10344.0,-4392.0
0.5,3.7,32,372L,14295.0,-10306.0,0.0
0.5,3.7,32,3L,20132.0,-4705.0,0.0
0.5,3.7,32,53L,17648.0,-10451.0,-4253.0
0.5,3.7,32,6L,19266.0,-7914.0,-3476.0
0.5,3.7,32,87L,17008.0,-10835.0,-3591.0
0.5,3.7,372,11L,11958.0,-8247.0,-216.0
0.5,3.7,372,142L,11090.0,-8220.0,-1286.0
0.5,3.7,372,19L,9864.0,-8244.0,-4129.0
0.5,3.7,372,230L,12330.0,-8211.0,0.0
0.5,3.7,372,32L,11113.0,-8244.0,-2292.0
0.5,3.7,372,372L,12337.0,-8545.0,0.0
0.5,3.7,372,3L,12537.0,-8244.0,0.0
0.5,3.7,372,53L,11530.0,-8240.0,-772.0
0.5,3.7,372,6L,12598.0,-8244.0,0.0
0.5,3.7,372,87L,11082.0,-8229.0,-537.0
0.5,3.7,3,11L,19551.0,-10255.0,-6022.0
0.5,3.7,3,142L,19399.0,-9855.0,0.0
0.5,3.7,3,19L,21578.0,-10256.0,-5281.0
0.5,3.7,3,230L,14014.0,-10575.0,-3512.0
0.5,3.7,3,32L,20279.0,-10256.0,-1649.0
0.5,3.7,3,372L,13977.0,-8545.0,0.0
0.5,3.7,3,3L,19642.0,-4655.0,0.0
0.5,3.7,3,53L,17928.0,-10255.0,-2953.0
0.5,3.7,3,6L,22362.0,-5744.0,0.0
0.5,3.7,3,87L,19225.0,-10729.0,-3037.0
0.5,3.7,53,11L,20040.0,-10305.0,-6122.0
0.5,3.7,53,142L,14715.0,-10820.0,-3886.0
0.5,3.7,53,19L,15108.0,-9915.0,-5381.0
0.5,3.7,53,230L,14015.0,-10026.0,-3412.0
0.5,3.7,53,32L,16627.0,-9913.0,-5967.0
0.5,3.7,53,372L,18177.0,-10332.0,0.0
0.5,3.7,53,3L,19547.0,-4905.0,0.0
0.5,3.7,53,53L,13144.0,-10805.0,-4753.0
0.5,3.7,53,6L,21158.0,-9914.0,-5476.0
0.5,3.7,53,87L,15051.0,-10735.0,-3491.0
0.5,3.7,6,11L,19130.0,-10205.0,-2122.0
0.5,3.7,6,142L,14801.0,-10608.0,-1986.0
0.5,3.7,6,19L,21705.0,-10206.0,-5081.0
0.5,3.7,6,230L,18324.0,-7517.0,0.0
0.5,3.7,6,32L,19981.0,-10206.0,-1599.0
0.5,3.7,6,372L,14498.0,-8545.0,0.0
0.5,3.7,6,3L,19220.0,-4805.0,0.0
0.5,3.7,6,53L,17775.0,-10205.0,-2853.0
0.5,3.7,6,6L,22080.0,-5444.0,0.0
0.5,3.7,6,87L,16671.0,-10835.0,-3591.0
0.5,3.7,87,11L,20206.0,-10014.0,-6222.0
0.5,3.7,87,142L,12503.0,-10520.0,-3586.0
0.5,3.7,87,19L,9914.0,-10015.0,-5481.0
0.5,3.7,87,230L,11291.0,-9680.0,-3112.0
0.5,3.7,87,32L,13915.0,-9836.0,-5746.0
0.5,3.7,87,372L,7963.0,-9680.0,0.0
0.5,3.7,87,3L,19692.0,-4905.0,0.0
0.5,3.7,87,53L,13896.0,-10505.0,-4453.0
0.5,3.7,87,6L,17238.0,-10014.0,-5576.0
0.5,3.7,87,87L,16424.0,-10435.0,-3191.0
0.5,3.8,11,11L,17126.0,-10005.0,-4056.0
0.5,3.8,11,142L,17559.0,-10616.0,-1986.0
0.5,3.8,11,19L,22944.0,-10606.0,-4910.0
0.5,3.8,11,230L,16019.0,-8921.0,-496.0
0.5,3.8,11,32L,15827.0,-10606.0,-1999.0
0.5,3.8,11,372L,15137.0,-8594.0,0.0
0.5,3.8,11,3L,19511.0,-4755.0,0.0
0.5,3.8,11,53L,20379.0,-10601.0,-1659.0
0.5,3.8,11,6L,17806.0,-7914.0,-3383.0
0.5,3.8,11,87L,16679.0,-10530.0,-2837.0
0.5,3.8,142,11L,21893.0,-7557.0,-3456.0
0.5,3.8,142,142L,12319.0,-10927.0,-3986.0
0.5,3.8,142,19L,18157.0,-7557.0,-2610.0
0.5,3.8,142,230L,13524.0,-10521.0,-2096.0
0.5,3.8,142,32L,13461.0,-9613.0,-5667.0
0.5,3.8,142,372L,9568.0,-10009.0,0.0
0.5,3.8,142,3L,18862.0,-7557.0,0.0
0.5,3.8,142,53L,11591.0,-9970.0,-5977.0
0.5,3.8,142,6L,21985.0,-7557.0,-2783.0
0.5,3.8,142,87L,15632.0,-8230.0,-537.0
